Airport Code,Companyia aèria,Destinació,Estat,Info,Porta,Sortida,Terminal,Vol
RIX,Brussels Airlines,Brusel·les (BRU),aterrat,,46,18:20,,SN3132
RIX,ITA AirwaysAir France,Milà (LIN),aterrat,,12,18:25,,AZ 1720AF 9817
RIX,Ryanair,Tirana (TIA),aterrat,,3,18:30,,FR8435
RIX,Volotea,Verona (VRN),aterrat,,105,18:30,,V71744
RIX,LufthansaAlitalia,Munic (MUC),aterrat,,8,18:35,,LH 1909AZ 7278
RIX,Ryanair,Bolonya (BLQ),aterrat,,3,18:50,,FR740
RIX,Eurowings,Colònia (CGN),aterrat,,10,18:50,,EW817
RIX,Norwegian,Oslo (OSL),en rutaretardat,,101,18:5518:59,,DY1851
RIX,Ryanair,Roma (FCO),aterrat,,3,19:15,,FR1171
RIX,ITA AirwaysEtihad AirwaysEthiopian AirlinesEmiratesAustrianAeromexico,Roma (FCO),aterrat,,11,19:15,,AZ 1712EY 2834ET 4008EK 4208OS 6632AM 8220
RIX,Aeroitalia,Roma (FCO),aterrat,,40,19:25,,XZ2816
RIX,FlexFlight,Roma (FCO),aterrat,,,19:25,,W28551
RIX,Ryanair,Londres (LTN),en rutaretardat,,3,19:2519:57,,FR4720
RIX,Ryanair,Roma (FCO),aterrat,,3,19:45,,FR4855
RIX,IberiaLATAM AirlinesVueling,Madrid (MAD),en rutaretardat,,15,19:4519:59,,IB 696LA 1644VY 5397
RIX,Ryanair,Londres (STN),en rutaretardat,,3,19:5520:11,,FR5058
RIX,TransaviaKLM,Amsterdam (AMS),en rutaretardat,,103,20:0020:02,,HV 5218KL 2568
RIX,ITA Airways,Milà (LIN),en rutaretardat,,9,20:3020:41,,AZ1702
RIX,easyJet,Mülhausen (BSL),en rutaretardat,,,20:3520:51,,U21118
RIX,Ryanair,Sevilla (SVQ),en ruta,,3,20:40,,FR5349
RIX,Jet2,Birmingham (BHX),en rutaretardat,,37,20:5021:49,,LS1388
RIX,Eurowings,Stuttgart (STR),en rutaretardat,,8,20:5521:10,,EW2817
RIX,ITA AirwaysEthiopian AirlinesAeromexico,Roma (FCO),aterrat,,11,21:00,,AZ 1752ET 4032AM 8218
RIX,easyJet,Lió (LYS),en rutaretardat,,105,21:0521:15,,U24406
RIX,Ryanair,Trieste (TRS),en rutaretardat,,3,21:1021:13,,FR2707
RIX,British Airways,Londres (LGW),en rutaretardat,,,21:2521:32,,BA2613
RIX,Ryanair,Nàpols (NAP),en rutaretardat,,3,21:2522:05,,FR4313
RIX,Vueling,Florència (FLR),en rutaretardat,,18,21:3521:46,,VY6865
RIX,Ryanair,Pisa (PSA),previstretardat,,3,21:3522:15,,FR6492
RIX,Wizz Air,Cluj-Napoca (CLJ),en ruta,,15,22:05,,W63328
RIX,Ryanair,Milà (BGY),previst,,3,22:25,,FR2893
RIX,JSC Avion ExpressAlitalia,Gudja (MLA),previst,,9,22:25,,X9 643AZ 7920
RIX,Ryanair,Bolonya (BLQ),previstretardat,,3,22:3023:05,,FR1088
RIX,easyJet,Milà (MXP),previstretardat,,105,23:0523:15,,U23550
RIX,Air Arabia,Casablanca (CMN),previst,,30,23:15,,G9486
DXB,Gulf Air,Zilfi (ELQ),aterrat,,18,16:10,,GF185
DXB,Kuwait AirwaysEthiopian Airlines,Kuwait City (KWI),aterrat,,14,16:15,,KU 616ET 1540
DXB,Gulf AirEtihad AirwaysThai Airways International,Abu Dhabi (AUH),aterrat,,18,16:20,,GF 544EY 3156TG 4665
DXB,Qatar AirwaysRwandAirSriLankan AirlinesBritish AirwaysMalaysia AirlinesAlphaSkyLATAM AirlinesIberiaVirgin AustraliaJetBlue AirwaysCathay Pacific,Doha (DOH),aterrat,,16,16:55,,QR 1111WB 1121UL 3002BA 3323MH 4225AS 5945LA 6051IB 6160VA 6255B6 6648CX 9290
DXB,Gulf AirThai Airways International,Kuwait City (KWI),aterrat,,12B,17:05,,GF 215TG 4690
DXB,SaudiaAlitaliaGulf Air,Al-Riyad (RUH),aterrat,,13,17:35,,SV 521AZ 5212GF 5301
DXB,Etihad AirwaysGulf AirTAP Air PortugalGaruda Indonesia,Abu Dhabi (AUH),aterrat,,17A,17:45,,EY 644GF 5176TP 6901GA 9121
DXB,EmiratesUnited AirlinesAir CanadaQantas,Dubai (DXB),aterrat,,15,17:50,,EK 840UA 6597AC 7582QF 8840
DXB,Air Arabia,Xarjah (SHJ),aterrat,,14,17:50,,G9104
DXB,Gulf Air,Al-Khobar (DMM),desconegut,,19,18:00,,GF109
DXB,flydubaiEmirates,Dubai (DXB),aterrat,,14,18:00,,FZ 28EK 2021
DXB,Gulf AirTurkish Airlines,Dubai (DXB),aterrat,,17B,18:05,,GF 510TK 8081
DXB,Gulf Air,Gidda (JED),cancel·lat,,,18:05,,GF173
DXB,Gulf Air,Doha (DOH),aterrat,,19,18:10,,GF526
DXB,Air ArabiaEtihad Airways,Abu Dhabi (AUH),aterrat,,13,19:10,,G9 18EY 1355
DXB,Jazeera Airways,Kuwait City (KWI),aterrat,,17B,19:30,,J9102
DXB,flynas,Gidda (JED),aterrat,,14,19:45,,XY528
DXB,Gulf Air,Al-Khobar (DMM),aterrat,,E,20:00,,GF109
DXB,Gulf AirKLM,Dubai (DXB),aterrat,,E,20:05,,GF 512KL 3157
DXB,flynas,Al-Riyad (RUH),aterrat,,14,20:05,,XY234
DXB,SaudiaGulf AirAlitaliaDelta Air Lines,Gidda (JED),aterrat,,13,20:10,,SV 527GF 5303AZ 5423DL 7321
DXB,Air Arabia,Xarjah (SHJ),aterrat,,13,20:10,,G9106
DXB,Gulf AirOman Air,Masqat (MCT),aterrat,,17A,20:40,,GF 566WY 5532
DXB,Oman AirGulf AirSalamAir,Masqat (MCT),aterrat,,15,20:45,,WY 654GF 5554OV 8084
DXB,Gulf AirPhilippine Airlines,Manila (MNL),en rutaretardat,,12,20:5521:34,,GF 154PR 3264
DXB,Gulf AirEtihad AirwaysThai Airways International,Abu Dhabi (AUH),aterrat,,15,21:00,,GF 546EY 3157TG 4667
DXB,Gulf Air,Al-Khobar (DMM),aterrat,,19,21:00,,GF111
DXB,Gulf AirThai Airways International,Kuwait City (KWI),aterrat,,E,21:00,,GF 219TG 4692
DXB,Gulf Air,Al-Riyad (RUH),aterrat,,E,21:00,,GF169
DXB,Gulf Air,Bangalore (BLR),en rutaretardat,,19,21:2521:45,,GF282
DXB,Gulf Air,Goa (GOI),en ruta,,17B,21:25,,GF284
DXB,Gulf Air,Xangai (PVG),en rutaretardat,,11,21:3021:46,,GF124
DXB,Gulf Air,New Delhi (DEL),en rutaretardat,,E,21:3521:39,,GF130
DXB,Gulf Air,Doha (DOH),aterrat,,19,21:35,,GF530
DXB,flydubaiEmiratesUnited AirlinesAir Canada,Dubai (DXB),aterrat,,14,22:00,,FZ 26EK 2019UA 6531AC 7548
DXB,Gulf Air,Dubai (DXB),desconegut,,,22:00,,GF516
DXB,Qatar AirwaysRwandAirMalaysia AirlinesAlphaSkyLATAM AirlinesVirgin AustraliaIberiaBritish AirwaysJetBlue AirwaysAmerican AirlinesCathay Pacific,Doha (DOH),aterrat,,13,22:20,,QR 1109WB 1127MH 4221AS 5715LA 6050VA 6253IB 6327BA 6334B6 6647AA 8258CX 9207
DXB,Gulf Air,Hyderabad (HYD),en rutaretardat,,E,22:2022:31,,GF274
DXB,Gulf AirThai Airways International,Bangkok (BKK),en rutaretardat,,18,22:4523:00,,GF 152TG 4654
DXB,Gulf Air,Bombai (BOM),en rutaretardat,,19,22:4522:47,,GF56
DXB,Air India ExpressAir India,New Delhi (DEL),previst,,14,23:25,,IX 146AI 9074
DXB,Gulf AirSriLankan Airlines,Malé (MLE),previst,,19,23:30,,GF 144UL 3701
DXB,Gulf Air,Singapore (SIN),previst,,16,23:30,,GF165
DXB,IndiGo,Bombai (BOM),previst,,15,23:45,,6E1202
DXB,Gulf AirTurkish Airlines,Istanbul (IST),previst,,14,00:35,,GF 45TK 8350
DXB,Gulf AirThai Airways InternationalEgyptAir,El Caire (CAI),previst,,18,01:10,,GF 79TG 4680MS 8019
DXB,Gulf AirTurkish Airlines,Dubai (DXB),previst,,12A,01:10,,GF 500TK 8340
DXB,Gulf Air,Karachi (KHI),cancel·lat,,16A,01:15,,GF752
DXB,Turkish AirlinesLOT - Polish AirlinesGulf AirSingapore Airlines,Istanbul (IST),previstretardat,,13B,01:2001:57,,TK 779LO 4638GF 6079SQ 6279
DXB,Gulf AirThai Airways International,Kuwait City (KWI),previst,,16A,01:20,,GF 211TG 4685
DXB,Gulf AirOman Air,Masqat (MCT),previst,,,01:20,,GF 560WY 5535
DXB,Gulf Air,Frankfurt del Main (FRA),previst,,E,01:30,,GF17
DXB,Gulf AirSaudia,Gidda (JED),previst,,18,01:30,,GF 181SV 6502
DXB,Gulf Air,París (CDG),previst,,E,01:35,,GF19
DXB,Gulf Air,Moscou (DME),previst,,17B,01:35,,GF12
DXB,Gulf Air,Al-Khobar (DMM),previst,,17A,01:35,,GF101
DXB,Gulf Air,Munic (MUC),previst,,19,01:35,,GF87
DXB,Gulf Air,Doha (DOH),previst,,,01:40,,GF520
DXB,flydubaiEmirates,Dubai (DXB),previst,,13A,01:40,,FZ 30EK 2217
DXB,Gulf Air,Milà (MXP),previst,,19,01:40,,GF23
DXB,Gulf Air,Londres (LGW),previst,,E,01:45,,GF9
DXB,AJet,Istanbul (SAW),previstretardat,,C,01:5002:00,,VF126
DXB,Gulf Air,Londres (LHR),previst,,E,02:00,,GF7
DXB,Gulf AirThai Airways International,Manchester (MAN),previstretardat,,11,02:1002:20,,GF 5TG 4697
DXB,EgyptAirAir CanadaGulf AirAir Cairo,El Caire (CAI),previstretardat,,14A,02:1503:00,,MS 921AC 2889GF 6121SM 8921
DXB,Ethiopian AirlinesGulf Air,Addis Abeba (ADD),previst,,15,03:30,,ET 425GF 6251
DXB,DHL Air,Nottingham (EMA),previstretardat,,,03:3003:40,,D0709
DXB,EmiratesTAP Air PortugalQantas,Dubai (DXB),previst,,B,03:40,,EK 836TP 6377QF 8836
DXB,Gulf AirSaudia,Al-Riyad (RUH),previst,,16,03:45,,GF 161SV 6522
DXB,Air Arabia,Xarjah (SHJ),previst,,D,04:45,,G9108
DXB,Royal JordanianGulf Air,Amman (AMM),previst,,18A,05:40,,RJ 673GF 5804
RKT,Air India ExpressAir India,Bhubaneswar (BBI),aterrat,,,18:30,1,IX 1597AI 9965
RKT,Air India ExpressAir India,Doha (DOH),aterrat,,,18:50,3,IX 475AI 9089
RKT,Air Arabia,Xarjah (SHJ),aterrat,,,19:20,3,G9427
RKT,Air India ExpressAir India,Hyderabad (HYD),aterrat,,,19:25,1,IX 2836AI 9586
RKT,IndiGoBritish Airways,Chennai (MAA),aterrat,,,19:30,1,6E 387BA 8835
RKT,IndiGoAir FranceKLMQantasVirgin AtlanticJet Linx Aviation,Bangalore (BLR),aterrat,,,20:00,1,6E 6922AF 3782KL 4730QF 8388VS 8661JL 9027
RKT,Air IndiaLufthansa,Bombai (BOM),aterrat,,,20:10,1,AI 699LH 7269
RKT,Air IndiaEthiopian AirlinesLufthansaSWISS,New Delhi (DEL),aterrat,,,20:10,1,AI 504ET 1138LH 5271LX 9891
RKT,Air India ExpressAir India,Abu Dhabi (AUH),aterrat,,,20:15,3,IX 419AI 9067
RKT,Air India ExpressAir India,New Delhi (DEL),aterrat,,,20:35,1,IX 1104AI 9489
RKT,IndiGo,Hyderabad (HYD),aterrat,,,20:50,1,6E742
RKT,Air India Express,Al-Riyad (RUH),en rutaretardat,,,21:0521:24,3,IX421
RKT,IndiGo,Kuwait City (KWI),en rutaretardat,,,21:2021:38,3,6E1237
RKT,Air IndiaEthiopian AirlinesEgyptAir,Bombai (BOM),aterrat,,,21:30,1,AI 517ET 1751MS 9563
RKT,Etihad Airways,Abu Dhabi (AUH),aterrat,,,21:40,3,EY335
RKT,Air Arabia Abu DhabiEtihad Airways,Abu Dhabi (AUH),en ruta,,,21:50,3,3L 126EY 1361
RKT,IndiGoBritish Airways,Chennai (MAA),aterrat,,,21:50,1,6E 6904BA 8836
RKT,IndiGoAir FranceQantasVirgin AtlanticJet Linx Aviation,Bangalore (BLR),aterrat,,,22:00,1,6E 472AF 6084QF 8368VS 8655JL 9025
RKT,Air IndiaAir IndiaAir India,Bangalore (BLR),aterrat,,,22:05,1,AI 2713AI 9911AI 9454
RKT,Air India ExpressAir India,Chennai (MAA),aterrat,,,22:30,1,IX 1638AI 9972
RKT,SpiceJet,Dubai (DXB),previstretardat,,,22:4010:30,3,SG18
RKT,IndiGo,Abu Dhabi (AUH),en rutaretardat,,,22:4522:49,3,6E1403
RKT,Air India ExpressAir India,Bangalore (BLR),previstretardat,,,22:5501:40,1,IX 2698AI 9456
RKT,Singapore AirlinesAir New Zealand,Singapore (SIN),en rutaretardat,,,22:5523:24,3,SQ 535NZ 3255
RKT,Air IndiaEthiopian AirlinesLOT - Polish Airlines,New Delhi (DEL),en rutaretardat,,,23:0023:01,1,AI 506ET 1762LO 4456
RKT,AirAsia,Bangkok (DMK),en rutaretardat,,,23:1023:28,3,AK171
RKT,IndiGo,Masqat (MCT),en rutaretardat,,,23:3023:48,3,6E1271
RKT,AirAsia,Kuala Lumpur (KUL),en rutaretardat,,4B,23:3523:56,3,AK38
RKT,IndiGo,Dubai (RKT),en rutaretardat,,,23:4000:23,3,6E1493
RKT,VietJet AirFlexFlight,Ho Chi Minh City (SGN),en rutaretardat,,,23:5023:58,3,VJ 1812W2 3812H1 4317A1 4812
RKT,Malaysia Airlines,Kuala Lumpur (KUL),en rutaretardat,,,00:2000:55,3,MH109
RKT,AirAsia,Kuala Lumpur (KUL),en rutaretardat,,C6,00:3000:59,3,AK36
RKT,Thai Airways International,Bangkok (BKK),en ruta,,,00:40,3,TG348
RKT,Air India,Doha (DOH),en rutaretardat,,,00:4000:45,3,AI953
RKT,Singapore AirlinesAir New Zealand,Singapore (SIN),en ruta,,,01:10,3,SQ 537NZ 3257
RKT,Air India ExpressAir India,Xarjah (SHJ),previstretardat,,,02:1005:40,3,IX 411AI 9181
RKT,IndiGo,Pune (PNQ),previst,,,02:45,1,6E721
RKT,Jazeera Airways,Kuwait City (KWI),previst,,,03:00,3,J9406
RKT,Kuwait Airways,Kuwait City (KWI),previst,,,03:40,3,KU358
RKT,Air Arabia,Xarjah (SHJ),previst,,,03:55,3,G9423
RKT,Qatar Airways,Doha (DOH),previst,,01,04:15,3,QR517
RKT,Etihad Airways,Abu Dhabi (AUH),previstretardat,,,04:2005:05,3,EY337
RKT,Emirates,Dubai (DXB),previst,,,04:25,3,EK533
RKT,Air Arabia Abu DhabiEtihad Airways,Abu Dhabi (AUH),previst,,,05:00,3,3L 128EY 1688
RKT,IndiGoVirgin AtlanticQantasJet Linx Aviation,Bangalore (BLR),previst,,,05:25,1,6E 702VS 8213QF 8358JL 9592
RKT,IndiGoBritish AirwaysVirgin Atlantic,Bombai (BOM),previst,,,05:40,1,6E 6702BA 7991VS 8665
RKT,IndiGo,Goa (GOI),previst,,,06:15,1,6E211
RKT,Air India,New Delhi (DEL),previst,,,07:00,1,AI527
RKT,IndiGoQantasVirgin AtlanticJet Linx Aviation,Bangalore (BLR),previst,,,07:10,1,6E 6482QF 8362VS 8660JL 9596
RKT,Air IndiaAir India,Bangalore (BLR),previst,,,07:25,1,AI 2419AI 9450
RKT,IndiGo,Chennai (MAA),previst,,,07:45,1,6E2622
RKT,Air India,Bombai (BOM),previst,,,07:50,1,AI2744
RKT,Air India ExpressAir India,Al-Khobar (DMM),previst,,,08:25,3,IX 481AI 9081
RKT,Alliance Air,Agatti Island (AGX),previst,,,08:30,1,9I505
DWC,SaudiaPhilippine AirlinesAir France,Al-Khobar (DMM),en ruta,,508B,23:00,T5,SV 1164PR 3332AF 6667
DWC,Qatar AirwaysRwandAirMalaysia AirlinesVirgin AustraliaIberiaAmerican AirlinesJet Linx AviationCathay Pacific,Doha (DOH),en ruta,,306,23:00,3,QR 1169WB 1180MH 4193VA 6175IB 6353AA 8244JL 9238CX 9335
DWC,Saudia,Gidda (JED),previstretardat,,509B,23:0023:55,T5,SV1053
DWC,flynasEthiopian Airlines,Gidda (JED),en ruta,,508A,23:00,T5,XY 57ET 1164
DWC,SaudiaPhilippine AirlinesAlitalia,Madinah (MED),previst,,507B,23:15,T5,SV 1467PR 3339AZ 5199
DWC,SaudiaAlitalia,Tabuk (TUU),previst,,505B,23:15,T5,SV 1531AZ 5197
DWC,Gulf AirSaudia,Al-Manama (BAH),previst,,303,23:20,3,GF 170SV 6531
DWC,SaudiaAlitalia,La Meca (TIF),previst,,511B,23:20,T5,SV 1911AZ 5206
DWC,FlyadealSaudia,Dubai (DXB),previst,,401,23:25,T4,F3 519SV 6646
DWC,SaudiaChina Southern AirlinesAir France,Dubai (DXB),previst,,406,23:25,T4,SV 592CZ 7903AF 9237
DWC,FlyadealSaudia,Gidda (JED),previst,,506B,23:40,T5,F3 155SV 6564
DWC,flynas,Karachi (KHI),previst,,104A,23:50,T1,XY313
DWC,Air India Express,Kozhikode (CCJ),previst,,307,23:55,T3,IX322
DWC,KLMAir FranceSaudiaAir FranceSaudia,Al-Khobar (DMM),previst,,107,23:55,1,KL 425AF 3123SV 6301AF 3123SV 6301
DWC,AirSial,Islamabad (ISB),previst,,,23:55,T3,PF769
DWC,Air China LTD,Pequín (PEK),previst,,105A,00:05,1,CA790
DWC,Airblue,Islamabad (ISB),previst,,,00:15,1,PA275
DWC,FlyadealSaudia,Gidda (JED),previst,,,00:15,5,F3 161SV 6570
DWC,Saudia,Nejran (EAM),previst,,,00:30,5,SV1845
DWC,flynas,Hyderabad (HYD),previst,,,00:35,1,XY325
DWC,British AirwaysIberia,Londres (LHR),previstretardat,,,00:3500:50,3,BA 262IB 3611
DWC,flynas,Gidda (JED),previst,,,00:40,5,XY61
DWC,flynas,Kozhikode (CCJ),previst,,,00:45,1,XY327
DWC,Air India Express,Kochi (COK),previst,,,00:50,1,IX422
DWC,flynas,Addis Abeba (ADD),previst,,,00:55,1,XY347
DWC,SaudiaAlitaliaChina Eastern Airlines,Al-Khobar (DMM),previst,,,01:00,5,SV 1166AZ 5390MU 8994
DWC,SaudiaKLM,Gidda (JED),previst,,,01:00,5,SV 1095KL 3791
DWC,AZAL Azerbaijan Airlines,Bakú (GYD),previstretardat,,,01:0501:20,2,J28204
DWC,FlyadealSaudia,Gidda (JED),previst,,,01:10,5,F3 159SV 6568
DWC,Pegasusflynas,Istanbul (SAW),previstretardat,,,01:2001:35,3,PC 693XY 5693
DWC,IndiGo,New Delhi (DEL),previst,,,01:25,3,6E72
DWC,Turkish Airlines,Istanbul (IST),previstretardat,,,01:5002:02,1,TK141
DWC,SaudiaAir FranceDelta Air Lines,París (CDG),previstretardat,,,02:0002:15,4,SV 143AF 6671DL 7343
DWC,LufthansaSWISSAir Canada,Frankfurt del Main (FRA),previstretardat,,107,02:0002:15,1,LH 623LX 4003AC 9208
DWC,SaudiaAlitalia,Islamabad (ISB),cancel·lat,,,02:00,4,SV 724AZ 5213
DWC,SaudiaKLM,Madinah (MED),previst,,,02:00,5,SV 1469KL 3793
DWC,SaudiaChina Eastern Airlines,Beijing (PKX),previst,,,02:05,4,SV 888MU 4912
DWC,Saudia,Bangkok (BKK),previst,,,02:10,4,SV846
DWC,Qatar Airways,Doha (DOH),previst,,,02:10,,QR8723
DWC,AirSial,Lahore (LHE),previst,,,02:10,2,PF767
DWC,flydubaiEmirates,Dubai (DXB),previst,,,02:20,3,FZ 846EK 2271
DWC,SaudiaAlitaliaAerolineas Argentinas,Roma (FCO),previstretardat,,,02:3002:45,4,SV 209AZ 7246AR 7919
DWC,SaudiaKLMAlitaliaKenya Airways,Gidda (JED),previst,,,02:30,5,SV 1057KL 3955AZ 5397KQ 5807
DWC,SaudiaVirgin AtlanticDelta Air Lines,Londres (LHR),previstretardat,,,02:3002:45,4,SV 111VS 5710DL 7330
DWC,SaudiaKLM,Jazan (GIZ),previst,,,02:45,5,SV 1773KL 3799
DWC,AJet,Istanbul (SAW),previstretardat,,,02:5003:05,3,VF214
DWC,flynas,Dubai (DXB),previst,,,03:35,1,XY215
DWC,Ethiopian AirlinesflynasSaudia,Addis Abeba (ADD),previst,,28,03:40,3,ET 413XY 6413SV 6963
DWC,Nile Air,El Caire (CAI),previst,,,03:55,3,NP354
DWC,SaudiaKLMAlitalia,Hail (HAS),previst,,,03:55,5,SV 1331KL 3801AZ 5414
DWC,Oman AirSaudia,Masqat (MCT),previst,,,03:55,3,WY 686SV 6086
DWC,SaudiaAlitalia,Yanbu (YNB),previst,,,03:55,5,SV 1585AZ 5412
DWC,FlyadealSaudia,Abha (AHB),previst,,,04:00,5,F3 13SV 6444
DWC,EgyptAir,El Caire (CAI),previst,,,04:00,3,MS650
DWC,Saudia,Al-Khobar (DMM),previst,,,04:00,5,SV1132
DWC,SaudiaAir EuropaAlitalia,Gidda (JED),previst,,,04:00,5,SV 1015UX 3896AZ 5387
DWC,EmiratesAir Mauritius,Dubai (DXB),previst,,,04:05,3,EK 816MK 9955
DWC,SaudiaKLMAlitalia,Abha (AHB),previst,,,04:10,5,SV 1661KL 3795AZ 5210
DWC,Etihad AirwaysflynasSaudiaAsiana Airlines,Abu Dhabi (AUH),previstretardat,,,04:2004:42,3,EY 552XY 3316SV 6248OZ 6998
DWC,Saudia,Jazan (GIZ),previst,,,04:30,5,SV1765
DWC,Saudia,Tabuk (TUU),previst,,,04:40,5,SV1523
DWC,FlyadealSaudia,Al-Khobar (DMM),previst,,,04:55,5,F3 171SV 6578
DWC,Qatar AirwaysRwandAirMalaysia AirlinesLATAM AirlinesIberiaAmerican AirlinesCathay Pacific,Doha (DOH),previst,,305,05:00,3,QR 1167WB 1179MH 4139LA 5625IB 6132AA 8230CX 9267
DWC,FlyadealSaudia,Gidda (JED),previst,,,05:00,5,F3 101SV 6483
DWC,SaudiaKenya AirwaysAir France,Gidda (JED),previst,,,05:00,5,SV 1017KQ 5909AF 9234
SHJ,SriLankan AirlinesQatar Airways,Doha (DOH),aterrat,,R4,18:40,,UL 217QR 4916
SHJ,SriLankan AirlinesKorean Air,Chennai (MAA),aterrat,,R3,18:45,,UL 123KE 5475
SHJ,SriLankan Airlines,Abu Dhabi (AUH),aterrat,,R6,18:50,,UL207
SHJ,FitsAir,Dubai (DXB),aterrat,,R5,18:55,,8D 821X1 467A1 5162
SHJ,SriLankan AirlinesQatar AirwaysKorean AirJet Linx AviationAir SeychellesMalaysia Airlines,Malé (MLE),aterrat,,06,18:55,,UL 103QR 4920KE 5473JL 5703HM 6204MH 9001
SHJ,IndiGo,Chennai (MAA),aterrat,,08,19:30,,6E1174
SHJ,SriLankan AirlinesJet Linx Aviation,Tòquio (NRT),en rutaretardat,,R2,19:5020:11,,UL 454JL 7076
SHJ,Qatar AirwaysRwandAirSriLankan AirlinesLATAM AirlinesRoyal Air MarocAlphaSkyFinnairIberiaOman AirBritish AirwaysJetBlue AirwaysAmerican Airlines,Doha (DOH),aterrat,,14,20:20,,QR 655WB 1055UL 3503LA 5319AT 5717AS 5921AY 6020IB 6169WY 6270BA 6355B6 6500AA 8255
SHJ,China Eastern Airlines,Xangai (PVG),en rutaretardat,,11,20:3020:35,,MU232
SHJ,China Eastern Airlines,Xangai (PVG),en ruta,,,20:30,,MU7232
SHJ,EmiratesAir Mauritius,Malé (MLE),aterrat,,09,20:35,MAIN,EK 653MK 9939
SHJ,Air Arabia,Abu Dhabi (AUH),en rutaretardat,,14,21:3021:42,,G9709
SHJ,FitsAirFlexFlight,Dhaka (DAC),aterrat,,R2,21:30,,8D 931W2 1871X1 455A1 5181
SHJ,Etihad AirwaysSAS,Abu Dhabi (AUH),en rutaretardat,,12,21:4521:59,,EY 397SK 6516
SHJ,IndiGoKLM,Bangalore (BLR),aterrat,,11,21:55,,6E 1184KL 4528
SHJ,EmiratesCondorAir Mauritius,Dubai (DXB),en rutaretardat,,08,22:0522:27,MAIN,EK 655DE 5919MK 9941
SHJ,Chongqing AirlinesChina Southern AirlinesChina Southern AirlinesChina Southern AirlinesChina Southern Airlines,Chongqing (CKG),en ruta,,10,22:15,,OQ 2394CZ 2394CZ 554CZ 2394CZ 554
SHJ,AirAsia,Kuala Lumpur (KUL),en ruta,,06,22:55,,AK46
SHJ,AirAsia,Bangkok (DMK),en rutaretardat,,10,23:1523:41,,AK141
SHJ,SriLankan AirlinesAir IndiaAir Seychelles,Bombai (BOM),en rutaretardat,,R2,23:4000:02,,UL 141AI 6221HM 6244
SHJ,JetstarQantas,Singapore (SIN),en rutaretardat,,11,23:4523:48,,JQ 332QF 5156
SHJ,Malaysia AirlinesSriLankan AirlinesFireflyJet Linx AviationGaruda Indonesia,Kuala Lumpur (KUL),en rutaretardat,,06,00:0500:41,,MH 178UL 2178FY 7212JL 7950GA 9422
SHJ,SriLankan AirlinesAir Seychelles,Sydney (SYD),en rutaretardat,,14,00:2001:10,,UL 606HM 6272
SHJ,SriLankan Airlines,New Delhi (DEL),en rutaretardat,,R4,00:4000:45,,UL191
SHJ,SriLankan AirlinesEthiopian AirlinesAir Seychelles,Melbourne (MEL),en rutaretardat,,08,00:4500:56,,UL 604ET 4253HM 6270
SHJ,Singapore AirlinesAir New ZealandVirgin AustraliaAir Canada,Singapore (SIN),en rutaretardat,,07,00:5001:03,,SQ 469NZ 3445VA 5625AC 5872
SHJ,Thai Airways InternationalAsiana Airlines,Bangkok (BKK),en rutaretardat,,11,00:5501:06,,TG 308OZ 6779
SHJ,SriLankan AirlinesAir SeychellesMalaysia Airlines,Kuala Lumpur (KUL),en rutaretardat,,R5,01:0001:10,,UL 318HM 6230MH 9010
SHJ,SriLankan AirlinesQantasMyanmar Airways InternationalJet Linx AviationAir SeychellesFinnair,Bangkok (BKK),en rutaretardat,,R2,01:1001:24,,UL 402QF 41988M 5402JL 5705HM 6222AY 6646
SHJ,Cathay PacificQantasAmerican Airlines,Hong Kong (HKG),en rutaretardat,,12,01:1001:22,,CX 612QF 8216AA 8952
SHJ,SriLankan AirlinesQantasMyanmar Airways InternationalAir Seychelles,Singapore (SIN),previst,,R3,01:50,,UL 306QF 34208M 5306HM 6240
SHJ,flydubaiEmirates,Dubai (DXB),previstretardat,,10,02:0502:08,,FZ 570EK 2041
SHJ,EmiratesAir Mauritius,Dubai (DXB),previst,,09,02:55,MAIN,EK 649MK 9935
SHJ,SriLankan AirlinesAir Canada,París (CDG),previstretardat,,R5,03:2503:35,,UL 501AC 6880
SHJ,Jazeera Airways,Kuwait City (KWI),previst,,10,03:30,,J9554
SHJ,IndiGo,Chennai (MAA),previst,,06,03:30,,6E1172
SHJ,Qatar AirwaysRwandAirFinnairSriLankan AirlinesRoyal JordanianLATAM AirlinesRoyal Air MarocAlphaSkyOman AirIberiaBritish AirwaysJetBlue AirwaysAmerican Airlines,Doha (DOH),previst,,07,03:35,,QR 663WB 1161AY 2756UL 3571RJ 3818LA 5612AT 5715AS 5927WY 6271IB 6311BA 6369B6 6502AA 8248
SHJ,Etihad Airways,Abu Dhabi (AUH),previstretardat,,12,04:0504:18,,EY395
SHJ,Air Arabia,Xarjah (SHJ),previst,,08,04:05,,G9588
SHJ,Jazeera Airways,Kuwait City (KWI),previst,,11,04:30,,J9552
SHJ,Qatar AirwaysRwandAirSriLankan AirlinesLATAM AirlinesRoyal Air MarocAlphaSkyBritish AirwaysIberiaOman AirJetBlue AirwaysFinnairAmerican AirlinesAir Serbia,Doha (DOH),previst,,14,04:35,,QR 659WB 1160UL 3011LA 5610AT 5721AS 5923BA 6178IB 6180WY 6415B6 6603AY 6699AA 8155JU 8302
SHJ,Air SeychellesSriLankan Airlines,Mahé (SEZ),previst,,,04:50,,HM 263UL 3803X1 4860
